flower_binary,fruit_binary,year,day_of_the_year,dbh_cm,height_m
,,2020,346,,
,,2020,346,,
,,2020,349,,
,,2020,349,,
,,2020,349,,
,,2020,349,,
,,2020,349,,
,,2020,349,,
,,2020,350,,
,,2020,350,,
,,2020,350,,
,,2020,350,,
,,2020,350,,
,,2020,350,,
,,2020,350,,
,,2020,350,,
,,2020,350,,
,,2020,350,,
,,2020,350,,
,,2020,350,,
,,2020,350,,
,,2020,350,,
,,2020,350,,
,,2020,350,,
,,2020,350,,
,,2020,350,,
,,2020,350,,
,,2020,350,,
,,2020,351,,
,,2020,351,,
,,2020,351,,
,,2020,351,,
,,2020,351,,
,,2020,351,,
,,2020,351,,
,,2020,351,,
,,2020,352,,
,,2020,352,,
,,2020,352,,
,,2020,353,,
,,2020,353,,
,,2020,353,,
,,2020,353,,
,,2020,353,,
,,2020,353,,
,,2020,353,,
,,2020,353,,
,,2020,353,,
,,2020,353,,
,,2020,353,,
,,2020,353,,
,,2020,353,,
,,2020,353,,
,,2020,353,,
,,2020,353,,
,,2020,353,,
,,2020,353,,
,,2020,353,,
,,2020,353,,
,,2020,353,,
,,2020,353,,
,,2020,353,,
,,2020,357,,
,,2020,357,,
,,2020,362,,
,,2020,362,,
,,2020,362,,
,,2020,362,,
,,2020,362,,
,,2020,362,,
,,2021,8,,
,,2021,20,,
,,2021,21,,
,,2021,21,,
,,2021,21,,
,,2021,21,,
,,2021,21,,
,,2021,21,,
,,2021,21,,
,,2021,21,,
,,2021,21,,
,,2021,21,,
,,2021,21,,
,,2021,21,,
,,2021,21,,
,,2021,21,,
,,2021,21,,
,,2021,21,,
,,2021,21,,
,,2021,21,,
,,2021,21,,
,,2021,21,,
,,2021,21,,
,,2021,21,,
,,2021,21,,
,,2021,21,,
,,2021,21,,
,,2021,21,,
,,2021,21,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,22,,
,,2021,26,,
,,2021,26,,
,,2021,26,,
,,2021,26,,
,,2021,26,,
,,2021,27,,
,,2021,27,,
,,2021,27,,
,,2021,27,,
,,2021,27,,
,,2021,27,,
,,2021,27,,
,,2021,27,,
,,2021,27,,
,,2021,27,,
,,2021,27,,
,,2021,27,,
,,2021,27,,
,,2021,27,,
,,2021,27,,
,,2021,27,,
,,2021,27,,
,,2021,27,,
,,2021,27,,
,,2021,27,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,28,,
,,2021,41,,
,,2021,47,,8
,,2021,47,,
,,2021,47,,
,,2021,47,,
,,2021,47,,
1,,2021,47,,15
,,2021,47,,
,,2021,47,,
,,2021,47,,
,,2021,47,,
,,2021,47,,
,,2021,47,,
,,2021,47,,
,,2021,47,,
,,2021,47,,
,,2021,47,,
,,2021,47,,
,,2021,47,,
,,2021,52,,
,,2021,52,,
,,2021,52,,
,,2021,53,,
,,2021,53,,
,,2021,53,,
,,2021,53,,
,,2021,53,,
,,2021,53,,
,,2021,53,,
,,2021,53,,
,,2021,53,,
,,2021,53,,
,,2021,53,,
,,2021,54,,
,,2021,54,,
,,2021,54,,
,,2021,54,,
,,2021,69,,
,,2021,69,,
,,2021,69,,
,,2021,69,,
,,2021,69,,
,,2021,69,,
,,2021,69,,
,,2021,69,,0.45
,,2021,69,,
,,2021,69,,0.4
,,2021,69,,
,,2021,70,,
,,2021,70,,
,,2021,70,,
,,2021,70,,
,,2021,70,,
,,2021,70,,
,,2021,70,,
,,2021,70,,
,,2021,70,,
,,2021,71,,
,,2021,71,,
,,2021,71,,
,,2021,71,,
,,2021,71,,
,,2021,71,,
,,2021,71,,
,,2021,71,,
,,2021,71,,
,,2021,71,,
,,2021,71,,
,,2021,71,,
,,2021,71,,
,,2021,71,,
,,2021,71,,
,,2021,71,,
,,2021,71,,
,,2021,71,,
,,2021,71,,
,,2021,71,,
,,2021,71,,
,,2021,71,,
,,2021,71,,
,,2021,74,,
,,2021,74,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,0.35
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,75,,
,,2021,76,,
,,2021,87,,0.45
,,2021,87,,
,,2021,88,,
,,2021,88,,
,,2021,88,,
,,2021,88,,
,,2021,88,,
,,2021,88,,
,,2021,88,,
,,2021,88,,
,,2021,88,,0.5
,,2021,88,,0.5
,,2021,88,,
,,2021,88,,
,,2021,88,,
,,2021,88,,
,,2021,88,,
,,2021,88,,
,,2021,88,,
,,2021,88,,
,,2021,88,,
,,2021,88,,
,,2021,88,,
,,2021,88,,
,,2021,88,,
,,2021,88,,0.55
,,2021,88,,
,,2021,88,,
,,2021,88,,
,,2021,88,,
,,2021,88,,
,,2021,88,,
,,2021,88,,0.6
,,2021,88,,
,,2021,88,,
,,2021,88,,
,,2021,88,,
,,2021,88,,
,,2021,88,,
,,2021,88,,
,,2021,89,,
,,2021,89,,
,,2021,89,,
,,2021,89,,
,,2021,89,,
,,2021,89,,
,,2021,89,,
,,2021,89,,
,,2021,89,,
,,2021,89,,
,,2021,89,,
,,2021,89,,
,,2021,89,,
,,2021,89,,
,,2021,89,,
,,2021,89,,
,,2021,89,,
,,2021,89,,
,,2021,89,,
,,2021,89,,
,,2021,89,,
,,2021,89,,
,,2021,89,,
,,2021,89,,
,,2021,89,,
,,2021,90,,
,,2021,90,,0.4
,,2021,90,,
,,2021,90,,
,,2021,91,,
,,2021,91,,
,,2021,91,,
,,2021,91,,
,,2021,91,,
,,2021,91,,
,,2021,91,,
,,2021,91,,
,,2021,91,,
,,2021,91,,
,,2021,76,17,
,,2021,76,15,
,,2021,76,13.7,13.7
,,2021,76,12.7,
,,2021,76,12.1,
,,2021,76,11.8,
,,2021,76,9.9,
,,2021,76,8.3,
,,2021,76,7,
,,2021,76,5.2,
1,,2021,90,29,16
,0,2021,90,16.5,9
,0,2021,90,14,11
,0,2021,90,13,4
,0,2021,90,9,6
,0,2021,90,7,5
,,2021,96,,
,,2021,96,,
,,2021,96,,
,,2021,96,,
,,2021,96,,
,,2021,98,,
,,2021,98,,
,,2021,98,,
,,2021,98,,
,,2021,98,,
,,2021,98,,
,,2021,98,,
,,2021,98,,
,,2021,98,,
,,2021,99,,
,,2021,99,,
,,2021,99,,
,,2021,99,,
,,2021,99,,
,,2021,99,,
,,2021,99,,
,,2021,99,,
,,2021,99,,
,,2021,99,,
,,2021,100,,
,,2021,100,,
,,2021,100,,
,,2021,100,,
,,2021,100,,
,,2021,107,,
,,2021,107,,
,,2021,116,,
,,2021,123,,
,,2021,126,,
,,2021,130,,
,,2021,130,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,2.5
,,2021,138,,2
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,138,,
,,2021,139,,
,,2021,139,,
,,2021,139,,
,,2021,145,,
,,2021,145,,
,,2021,153,,
,,2021,186,,
,,2021,186,,
,,2021,186,,
,,2021,217,,7
,,2021,217,,
,,2021,217,,
,,2021,218,,
,,2021,218,,
,,2021,218,,
,,2021,218,,
,,2021,218,,
,,2021,218,,
,,2021,218,,
,,2021,218,,
,,2021,218,,
,,2021,218,,
,,2021,218,,
,,2021,218,,
,,2021,218,,
,,2021,236,,
,,2021,236,,
,,2021,236,,
,,2021,236,,
,,2021,236,,
,,2021,236,,
,,2021,236,,
,,2021,236,,
,,2021,236,,
,,2021,236,,
,,2021,236,,
,,2021,236,,
,,2021,244,,
,,2021,256,,
,,2021,257,,
,,2021,308,,
,,2021,308,,
0,0,2021,309,,
,,2021,309,,
,,2021,96,,
0,0,2021,355,6.8,8
0,0,2021,355,5.4,8
0,0,2021,355,5,8
0,0,2021,355,5,8
,,2021,96,,
0,1,2021,239,43,14.2
0,0,2021,56,42.5,14
,1,2021,343,41.5,17
0,1,2021,241,41,14
0,1,2021,314,41,16
,,2020,330,40.7,
,1,2018,297,40,15
,,2020,240,40,11
,1,2020,254,40,15
,,2021,340,40,
0,0,2022,23,39,14
0,1,2021,222,37.5,13
0,1,2022,112,37.5,11
0,1,2022,164,37.5,11
,,2021,96,,
,,2020,275,37,12
,,2021,9,37,15
0,1,2021,238,37,14.3
0,1,2021,281,37,19
,1,2021,343,37,9
0,0,2022,121,37,14
,,2020,278,36.6,
0,1,2021,297,36.5,16
,,2020,330,36.3,
,,2020,266,36,16
,1,2020,266,36,18
1,1,2022,47,36,20
0,1,2021,238,35.5,11.4
,,2021,70,35,12
0,0,2021,70,35,12
,,2019,203,35,
0,0,2021,70,35,10
0,0,2022,47,35,13
1,0,2022,47,34.5,13
,,2020,275,34,14
0,0,2021,314,34,7
0,1,2021,315,34,15
0,0,2022,88,34,12
0,1,2022,111,34,9
0,1,2022,115,34,14
0,1,2021,340,33.5,12.2
0,1,2021,279,33,13
,,2020,240,33,8
,0,2020,244,33,15
0,1,2021,222,33,15
0,1,2021,222,33,
0,1,2021,238,33,11
0,1,2021,286,33,13
0,1,2021,315,33,13
0,1,2021,333,33,13
,,2020,330,32.8,
,,2020,283,32,
,,2021,96,,
0,1,2021,314,32,12
0,1,2021,314,32,14
,1,2021,343,32,15
0,1,2021,355,32,12
,1,2022,47,32,14
0,1,2022,101,32,11
0,0,2022,122,32,13
0,1,2021,222,31.5,10
,,2020,330,31.5,
0,1,2021,238,31.5,14
0,0,2022,47,31.5,14
,,2019,51,31,14
,,2020,275,31,12
,1,2020,331,31,14
,,2021,96,,
0,0,2021,161,31,9
,1,2021,218,31,8
0,1,2021,220,31,13
0,1,2021,222,31,
0,1,2021,279,31,12
0,1,2021,314,31,18
,,2022,47,31,22
0,0,2022,117,31,12
0,0,2022,122,31,14
0,1,2021,333,30.5,16
0,1,2021,355,30.5,10
0,0,2022,122,30.5,13
0,1,2021,355,30,15
,,2020,238,30,10
,,2020,274,30,
,,2018,249,30,15
,,2018,249,30,15
,,2019,241,30,9
,,2021,71,30,
,,2018,248,30,12
,,2018,248,30,12
,,2018,248,30,12
,,2018,248,30,12
,,2018,248,30,12
,,2018,248,30,12
,,2018,248,30,12
,,2018,248,30,12
,,2018,248,30,12
,,2019,203,30,
,,2020,146,30,10
,,2020,146,30,12
,,2020,240,30,14
,,2020,266,30,15
,0,2020,349,30,14
,,2021,218,30,13
,,2021,218,30,15
0,1,2021,279,30,15
0,1,2021,281,30,12
,,2021,96,,
,1,2021,342,30,9
0,1,2022,112,30,10
0,0,2022,117,30,11
0,0,2022,179,30,14
0,1,2022,217,30,13
,1,2021,342,29.5,13
0,1,2021,222,29.5,12
0,1,2021,241,29.5,12
,0,2021,91,29,12
0,1,2021,238,29,14.6
,,2020,266,29,15
,,2020,330,29,
,,2021,96,,
0,1,2021,238,29,14.5
,1,2021,343,29,15
0,0,2021,355,29,6
0,0,2022,116,29,12
0,0,2022,116,29,11
0,0,2022,116,29,11
0,0,2022,118,29,11
0,0,2022,118,29,11
0,0,2022,121,29,13
0,0,2022,121,29,13
0,0,2022,121,29,13
,1,2020,254,28.7,15
0,1,2021,224,28.5,12
0,1,2021,238,28.5,14
0,1,2021,239,28.5,16
0,1,2021,333,28.5,13.8
,,2020,266,28,
0,0,2021,161,28,11
,,2020,240,28,12
0,1,2021,334,28,14
,1,2019,241,28,10
,,2020,244,28,7
,1,2020,254,28,14
,1,2020,254,28,17
,,2020,255,28,14
,,2020,266,28,14
,,2020,275,28,15
,,2020,330,28,
,1,2020,331,28,14
,0,2021,91,28,9
0,1,2021,238,28,10.2
0,1,2021,238,28,14
0,1,2021,239,28,15
0,1,2021,286,28,12
0,1,2021,340,28,14.4
0,1,2021,341,28,11
,1,2021,343,28,10
0,0,2022,88,28,11
0,0,2022,89,28,13
0,1,2022,97,28,11
0,0,2022,117,28,11
0,0,2022,117,28,12
0,0,2022,117,28,13
0,0,2022,117,28,12
0,0,2022,118,28,12
0,0,2022,121,28,11
,,2021,96,,0.4
,1,2021,343,27.8,8
,,2020,322,27.7,
,,2020,322,27.7,
,1,2021,8,27.5,12
0,1,2021,281,27.5,13
0,1,2021,285,27.5,12
0,0,2022,118,27.5,11
,,2020,278,27.4,
,0,2020,244,27,10
,,2020,244,27,12
,,2020,266,27,14
,,2020,330,27,
,,2020,330,27,
,,2021,96,,0.45
0,1,2021,222,27,12
0,1,2021,222,27,12
0,1,2021,238,27,14.5
,,2021,96,,0.45
0,1,2021,281,27,12.6
0,1,2021,298,27,12.2
,1,2021,343,27,12
,,2022,47,27,20
0,0,2022,88,27,11
0,0,2022,117,27,11
0,0,2022,117,27,9
0,0,2022,117,27,10
0,0,2022,122,27,11
0,1,2022,217,27,11
,,2020,330,26.7,
,,2020,330,26.7,
,,2019,213,26.5,12
0,1,2021,221,26.5,
0,1,2021,222,26.5,11
0,1,2021,239,26.5,8
0,1,2021,239,26.5,15
0,1,2021,297,26.5,10
0,1,2021,315,26.5,11
0,1,2021,315,26.5,11
,1,2021,343,26.5,17
0,1,2021,355,26.5,11
0,0,2022,118,26.5,11
,,2021,96,,
,1,2021,343,26.3,9
,1,2021,343,26.2,8
,,2020,322,26.1,
,,2020,330,26.1,
,,2020,266,26,
,,2021,96,,0.5
0,1,2021,334,26,12
0,1,2022,112,26,9
,,2019,51,26,12
,,2019,51,26,16
,,2020,223,26,11
,,2020,240,26,9
,,2020,240,26,10
,,2020,244,26,15
,,2020,254,26,10
,,2020,266,26,16
,,2021,96,,
,,2021,96,,
,,2021,96,,
0,1,2021,221,26,12
0,1,2021,222,26,12
0,1,2021,239,26,13
0,1,2021,270,26,10.2
0,1,2021,279,26,12.8
0,1,2021,284,26,9
0,1,2021,286,26,10
,1,2021,314,26,13
0,1,2021,314,26,14
,,2021,315,26,6
0,1,2021,315,26,8
0,1,2021,315,26,15
0,1,2021,333,26,14
,1,2021,342,26,15
,1,2021,342,26,15
0,1,2021,355,26,11
0,1,2021,355,26,9
,,2021,96,,
,,2021,96,,
0,0,2022,88,26,11
0,1,2022,96,26,13
0,1,2022,97,26,13
0,0,2022,97,26,15
0,1,2022,102,26,10
0,1,2022,115,26,9
0,1,2022,115,26,8
0,0,2022,116,26,13
0,0,2022,117,26,14
0,0,2022,117,26,10
0,0,2022,121,26,9
0,0,2022,121,26,13.5
0,1,2022,121,26,12
0,0,2022,121,26,13
0,0,2022,121,26,9
0,0,2022,121,26,13.5
0,0,2022,121,26,
0,0,2022,121,26,
0,0,2022,122,26,12
0,0,2022,122,26,11
0,0,2022,122,26,9
0,0,2022,122,26,11
0,0,2022,122,26,9
0,0,2022,122,26,11
0,0,2022,122,26,9
0,1,2022,170,26,12
0,0,2022,179,26,12
0,1,2022,217,26,16
0,1,2021,222,25.5,12
0,0,2021,161,25.5,11
0,1,2021,238,25.5,16
1,1,2021,356,25.5,12
0,0,2022,101,25.5,14
0,1,2022,115,25.5,8
0,0,2022,117,25.5,11
0,0,2022,179,25.5,9
,,2020,319,25.1,
,,2020,266,25,
,,2021,96,,
,1,2018,297,25,12
,,2019,51,25,14
,,2020,106,25,6
,,2020,146,25,10
,,2020,240,25,11
,1,2020,254,25,19
,1,2020,254,25,15
,1,2020,254,25,15
,,2020,255,25,13
,,2020,266,25,14
,,2020,272,25,15
,,2020,301,25,9
,1,2020,331,25,12
,,2020,343,25,13
0,0,2021,104,25,11
0,1,2021,162,25,13
0,0,2021,162,25,12
,1,2021,218,25,10
,0,2021,218,25,13
,1,2021,218,25,15
,1,2021,218,25,12
,1,2021,218,25,15
,1,2021,218,25,6
0,1,2021,221,25,12
,,2021,96,,0.6
0,1,2021,239,25,14
0,1,2021,239,25,11
0,1,2021,239,25,14
0,1,2021,279,25,12.4
0,1,2021,279,25,12
0,1,2021,280,25,14
0,1,2021,281,25,12.1
0,1,2021,314,25,14
,0,2021,96,19,11
,1,2021,330,25,9
0,1,2021,333,25,9
,,2021,342,25,11
,1,2021,342,25,9
0,1,2021,355,25,10
,,2022,46,25,20
0,0,2022,47,25,10
0,0,2022,88,25,11
0,0,2022,88,25,10
0,1,2022,98,25,13
0,1,2022,98,25,10
0,0,2022,111,25,11
0,0,2022,111,25,10
0,1,2022,112,25,12
0,1,2022,115,25,11
0,0,2022,116,25,11
0,0,2022,116,25,11
0,0,2022,117,25,11
0,0,2022,118,25,13
0,0,2022,118,25,13
0,0,2022,121,25,12
0,0,2022,121,25,13
0,0,2022,122,25,10
,,2020,322,24.8,
0,1,2021,222,24.5,12
,,2020,272,24.5,12
,,2020,278,24.5,
,,2020,319,24.5,
0,0,2021,161,24.5,
0,1,2021,220,24.5,9
0,1,2021,334,24.5,13
0,1,2022,97,24.5,12
0,0,2022,121,24.5,12
,1,2021,8,24.25,12
,1,2019,241,24,9
,,2019,51,24,6
,,2020,244,24,
,,2020,266,24,17
0,1,2021,221,24,13
,,2019,51,24,12
,,2019,51,24,12
,,2020,244,24,9
,,2020,244,24,10
,,2020,245,24,10
,0,2020,254,24,14
,,2020,255,24,9
,,2020,266,24,13
,,2020,266,24,14
,,2020,301,24,8
,0,2021,96,18.5,9
0,1,2021,162,24,11
,,2021,218,24,8
0,1,2021,220,24,14
0,1,2021,221,24,11
0,1,2021,222,24,10
0,1,2021,222,24,15
0,1,2021,238,24,11
0,1,2021,239,24,13
0,1,2021,241,24,12.4
0,1,2021,265,24,8
0,1,2021,279,24,16.6
0,1,2021,284,24,11
0,1,2021,286,24,12
,1,2021,330,24,7
,1,2021,330,24,14
0,1,2021,333,24,10
,,2021,340,24,12
,1,2021,342,24,15
1,0,2022,47,24,11
0,0,2022,88,24,13
0,0,2022,88,24,11
0,0,2022,88,24,11
0,0,2022,89,24,9
0,0,2022,89,24,12
0,0,2022,89,24,11
0,0,2022,95,24,12
0,0,2022,96,24,7
0,1,2022,98,24,9
0,1,2022,98,24,11
0,1,2022,98,24,10
0,1,2022,102,24,11
0,1,2022,104,24,11
0,1,2022,113,24,8
0,1,2022,115,24,9
0,0,2022,116,24,14
0,0,2022,117,24,11
0,0,2022,118,24,13
0,0,2022,121,24,12
0,0,2022,121,24,12
0,0,2022,121,24,12
0,0,2022,122,24,11
0,0,2022,122,24,11
0,0,2022,123,24,12
0,0,2022,123,24,11
0,1,2022,125,24,10
0,0,2022,178,24,11
0,0,2022,220,24,13
0,1,2021,223,23.5,9
0,0,2021,106,23.5,12
0,1,2021,221,23.5,11
0,1,2021,222,23.5,11
0,1,2021,239,23.5,13
0,0,2021,239,23.5,9
0,1,2021,281,23.5,13.4
0,1,2021,281,23.5,16
0,1,2021,286,23.5,10
0,0,2022,118,23.5,10
0,0,2022,122,23.5,9
0,0,2021,162,23,10
,1,2021,332,23,10
0,1,2021,355,23,8
0,1,2021,333,23,12
0,0,2021,355,23,6
,,2020,233,23,9
,,2020,240,23,10
,,2020,240,23,8
,1,2020,253,23,
,,2020,254,23,10
,,2020,266,23,12
,0,2020,272,23,18
,,2020,272,23,15
,,2020,287,23,13
,1,2021,8,23,9
,0,2021,95,18,9
0,0,2021,97,23,10
,0,2021,95,14,14
,1,2021,148,23,12
0,0,2021,162,23,11
,0,2021,95,13,10
,1,2021,218,23,14
0,1,2021,221,23,11
0,1,2021,267,23,10
0,1,2021,271,23,
0,1,2021,279,23,11
0,1,2021,279,23,11
0,1,2021,279,23,12
0,1,2021,284,23,10
0,1,2021,315,23,9.5
0,1,2021,315,23,7
0,1,2021,334,23,12
0,0,2021,339,23,10
,1,2021,342,23,11
0,1,2021,342,23,11.6
,1,2021,342,23,15
,1,2021,343,23,15
0,0,2021,355,23,13
0,0,2022,88,23,11
0,0,2022,88,23,10
0,0,2022,101,23,10
0,0,2022,112,23,10
0,1,2022,115,23,9
0,1,2022,115,23,8
0,0,2022,116,23,11
0,0,2022,117,23,12
0,0,2022,117,23,12
0,0,2022,117,23,11
0,0,2022,117,23,10
0,0,2022,117,23,10
0,0,2022,117,23,11
0,0,2022,117,23,10
0,0,2022,117,23,11
0,0,2022,117,23,10
0,0,2022,118,23,7
0,0,2022,118,23,13
0,0,2022,118,23,12
0,0,2022,118,23,7
0,0,2022,121,23,9
0,0,2022,121,23,11
0,0,2022,136,23,13
0,0,2022,164,23,8
,0,2021,96,11,7
0,0,2022,217,23,14
,,2020,330,22.9,
,1,2021,342,22.5,13
0,0,2021,55,22.5,8
0,0,2021,277,22.5,10
0,1,2021,333,22.5,12.8
0,1,2021,333,22.5,11.5
0,1,2021,339,22.5,11
0,1,2022,113,22.5,10
0,1,2022,116,22.5,9
0,0,2022,117,22.5,11
,1,2021,340,22.2,7
,,2020,278,22.1,
,,2020,319,22.1,
,1,2021,130,23,14
,,2020,266,22,
0,1,2021,280,22,10
0,1,2021,333,22,11
,1,2018,297,22,
,,2019,51,22,14
,,2019,51,22,14
,,2019,51,22,14
,,2019,213,22,
,,2020,112,22,5
,,2020,146,22,12
,,2020,240,22,10
,,2020,245,22,10
,,2020,245,22,12
,1,2020,253,22,15
,0,2020,254,22,10
,,2020,266,22,16
,,2020,266,22,13
,,2020,266,22,16
,,2020,272,22,14
,,2020,274,22,12
,,2020,275,22,10
,,2020,330,22,
,1,2020,331,22,10
,,2021,49,22,8
,1,2021,130,22,11
,1,2021,91,22,13
,0,2021,130,21,13
,1,2021,130,21,15
,1,2021,130,20,14
0,1,2021,164,22,8
0,1,2021,211,22,10
,1,2021,218,22,10
,1,2021,218,22,8
0,1,2021,221,22,12
0,1,2021,221,22,11
0,1,2021,222,22,10.5
0,0,2021,224,22,13
0,1,2021,238,22,14
0,1,2021,239,22,15
0,1,2021,239,22,14
,1,2021,130,19,10
,0,2021,130,18,8
0,1,2021,250,22,6.2
0,0,2021,250,22,8
0,1,2021,278,22,10.4
0,1,2021,279,22,10.2
0,1,2021,280,22,10
0,1,2021,281,22,10
0,1,2021,286,22,11
0,1,2021,286,22,12
0,1,2021,314,22,11
0,1,2021,314,22,10
,1,2021,330,22,9
0,1,2021,332,22,12
0,1,2021,333,22,13
0,0,2021,333,22,12
0,1,2021,334,22,12
0,1,2021,339,22,10
,1,2021,340,22,15
,1,2021,342,22,12
,1,2021,342,22,13
,1,2021,343,22,12
,1,2021,343,22,15
0,1,2021,355,22,8
0,1,2021,355,22,11
,,2022,46,22,15
0,0,2022,88,22,14
0,0,2022,88,22,10
0,0,2022,89,22,9
0,0,2022,89,22,12
0,0,2022,89,22,10
0,1,2022,95,22,11
0,1,2022,112,22,8
0,1,2022,112,22,10
0,1,2022,112,22,8
0,1,2022,115,22,9
0,1,2022,115,22,11
0,0,2022,116,22,11
0,0,2022,117,22,9
0,0,2022,117,22,10
0,0,2022,117,22,10
0,0,2022,118,22,8
0,0,2022,118,22,12
0,0,2022,118,22,11
0,0,2022,121,22,11
0,0,2022,121,22,12
0,0,2022,122,22,12
0,0,2022,122,22,13
0,0,2022,122,22,14
0,0,2022,122,22,9
0,0,2022,122,22,11
0,0,2022,122,22,10
0,0,2022,122,22,13
0,0,2022,122,22,14
0,0,2022,122,22,13
0,0,2022,122,22,14
0,0,2022,178,22,10
0,0,2022,179,22,12
,1,2020,253,21.5,12
0,1,2021,222,21.5,10
0,1,2021,238,21.5,12
0,1,2021,314,21.5,10.5
,1,2021,341,21.5,10
0,0,2022,115,21.5,8
0,0,2022,121,21.5,10
0,1,2022,124,21.5,9
,,2019,107,21.4,10
,1,2021,340,21.25,4.5
0,1,2021,332,21,11
0,1,2021,286,21,10
0,1,2021,355,21,10
0,1,2021,322,21,20
0,1,2021,322,21,11
0,0,2021,355,21,12
0,0,2022,117,21,14
0,0,2022,118,21,11
,,2020,233,21,9
,,2020,238,21,9
,0,2020,244,21,7
,1,2020,253,21,11
,1,2020,253,21,14
,1,2020,253,21,10
,,2020,254,21,8
,0,2020,254,21,11
,,2020,290,21,9
,1,2020,316,21,8
,1,2020,323,21,11
,1,2020,349,21,13
,0,2021,69,21,11
,1,2021,130,18,9
,,2021,104,21,9
0,0,2021,106,21,12
0,0,2021,123,21,11
0,0,2021,123,21,10
,0,2021,130,18,11
,1,2021,130,18,12
,1,2021,130,17.5,12
0,1,2021,161,21,10.5
0,1,2021,210,21,9.5
,,2021,218,21,8
0,1,2021,222,21,7
0,1,2021,223,21,6.5
0,1,2021,225,21,11
0,1,2021,238,21,9.2
0,1,2021,239,21,11
0,0,2021,239,21,15
,1,2021,244,21,12
0,0,2021,251,21,11
0,1,2021,266,21,4
0,1,2021,269,21,7.3
0,1,2021,279,21,13
0,1,2021,280,21,11.4
0,1,2021,280,21,19
0,1,2021,280,21,11
0,1,2021,281,21,11.2
0,1,2021,284,21,10.5
0,1,2021,285,21,10
0,1,2021,285,21,10
0,1,2021,285,21,10
0,1,2021,285,21,14
0,1,2021,333,21,12
0,1,2021,333,21,12
0,1,2021,333,21,11.8
,1,2021,333,21,9
0,1,2021,334,21,12
0,1,2021,334,21,10.6
0,1,2021,334,21,8
0,1,2021,355,21,10
0,1,2021,355,21,7
0,1,2021,356,21,12
0,0,2022,47,21,10
,1,2021,130,17,10
0,0,2022,88,21,9
0,0,2022,88,21,9
0,0,2022,88,21,12
0,0,2022,89,21,10
0,0,2022,89,21,11
0,0,2022,95,21,9
0,1,2022,97,21,7
0,0,2022,97,21,10
0,1,2022,97,21,11
0,1,2022,97,21,9
0,1,2022,112,21,6
0,0,2022,113,21,7
0,1,2022,115,21,10
0,1,2022,115,21,11
0,0,2022,117,21,9
0,0,2022,117,21,11
0,0,2022,117,21,8
0,0,2022,117,21,12
0,0,2022,117,21,7
0,0,2022,117,21,9
