year,dbh_cm,height_m,disturbance_category,fire_disturbance_type,logging_decade
2022,23,10,fire,No detected disturbance,
2022,23,9,fire,No detected disturbance,
2022,23,8,fire,No detected disturbance,
2022,23,11,fire,No detected disturbance,
2022,23,12,fire,No detected disturbance,
2022,23,12,fire,No detected disturbance,
2022,23,11,fire,No detected disturbance,
2022,23,10,fire,No detected disturbance,
2022,23,10,fire,No detected disturbance,
2022,23,11,fire,No detected disturbance,
2022,23,10,fire,No detected disturbance,
2022,23,11,fire,No detected disturbance,
2022,23,10,fire,No detected disturbance,
2022,23,7,fire,No detected disturbance,
2022,23,13,fire,No detected disturbance,
2022,23,12,fire,No detected disturbance,
2022,23,7,fire,No detected disturbance,
2022,23,9,fire,No detected disturbance,
2022,23,11,fire,No detected disturbance,
2021,11,7,fire,No detected disturbance,
2022,23,14,fire,No detected disturbance,
2020,22.9,,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,22.5,13,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,22.5,8,fire,No detected disturbance,
2021,22.5,10,fire,No detected disturbance,
2022,22.5,10,fire,No detected disturbance,
2022,22.5,9,fire,No detected disturbance,
2022,22.5,11,fire,No detected disturbance,
2021,22.2,7,fire,No detected disturbance,
2020,22.1,,fire,No detected disturbance,
2020,22.1,,fire,No detected disturbance,
2021,23,14,fire,No detected disturbance,
2020,22,,fire,No detected disturbance,
2021,22,10,fire,No detected disturbance,
2021,22,11,fire,No detected disturbance,
2018,22,,fire,No detected disturbance,
2019,22,14,fire,No detected disturbance,
2019,22,14,fire,No detected disturbance,
2019,22,14,fire,No detected disturbance,
2019,22,,fire,No detected disturbance,
2020,22,5,fire,Fire Severity 4/5a - Light or No Crown Scorch. Understorey Burnt,
2020,22,10,fire,No detected disturbance,
2020,22,16,fire,No detected disturbance,
2020,22,13,fire,No detected disturbance,
2020,22,16,fire,No detected disturbance,
2020,22,14,fire,No detected disturbance,
2020,22,12,fire,No detected disturbance,
2020,22,10,fire,No detected disturbance,
2020,22,,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2020,22,10,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,22,8,fire,No detected disturbance,
2021,22,11,fire,No detected disturbance,
2021,22,13,fire,No detected disturbance,
2021,21,13,fire,No detected disturbance,
2021,21,15,fire,No detected disturbance,
2021,20,14,fire,No detected disturbance,
2021,22,8,fire,No detected disturbance,
2021,22,10,fire,No detected disturbance,
2021,22,10,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,22,8,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,22,12,fire,No detected disturbance,
2021,22,11,fire,No detected disturbance,
2021,22,13,fire,No detected disturbance,
2021,22,15,fire,No detected disturbance,
2021,22,14,fire,No detected disturbance,
2021,19,10,fire,No detected disturbance,
2021,18,8,fire,No detected disturbance,
2021,22,6.2,fire,No detected disturbance,
2021,22,8,fire,No detected disturbance,
2021,22,10.4,fire,No detected disturbance,
2021,22,10.2,fire,No detected disturbance,
2021,22,10,fire,No detected disturbance,
2021,22,10,fire,No detected disturbance,
2021,22,11,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,22,10,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,22,9,fire,No detected disturbance,
2021,22,10,fire,No detected disturbance,
2021,22,15,fire,No detected disturbance,
2021,22,12,fire,No detected disturbance,
2021,22,13,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,22,12,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,22,15,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,22,8,fire,No detected disturbance,
2021,22,11,fire,No detected disturbance,
2022,22,15,fire,No detected disturbance,
2022,22,14,fire,No detected disturbance,
2022,22,10,fire,No detected disturbance,
2022,22,9,fire,No detected disturbance,
2022,22,12,fire,No detected disturbance,
2022,22,10,fire,No detected disturbance,
2022,22,11,fire,No detected disturbance,
2022,22,8,fire,No detected disturbance,
2022,22,10,fire,No detected disturbance,
2022,22,8,fire,No detected disturbance,
2022,22,9,fire,No detected disturbance,
2022,22,11,fire,No detected disturbance,
2022,22,11,fire,No detected disturbance,
2022,22,9,fire,No detected disturbance,
2022,22,10,fire,No detected disturbance,
2022,22,10,fire,No detected disturbance,
2022,22,8,fire,No detected disturbance,
2022,22,12,fire,No detected disturbance,
2022,22,11,fire,No detected disturbance,
2022,22,11,fire,No detected disturbance,
2022,22,12,fire,No detected disturbance,
2022,22,12,fire,No detected disturbance,
2022,22,13,fire,No detected disturbance,
2022,22,14,fire,No detected disturbance,
2022,22,9,fire,No detected disturbance,
2022,22,11,fire,No detected disturbance,
2022,22,10,fire,No detected disturbance,
2022,22,13,fire,No detected disturbance,
2022,22,14,fire,No detected disturbance,
2022,22,13,fire,No detected disturbance,
2022,22,14,fire,No detected disturbance,
2022,22,10,fire,No detected disturbance,
2022,22,12,fire,No detected disturbance,
2021,21.5,12,fire,No detected disturbance,
2021,21.5,10.5,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,21.5,10,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2022,21.5,8,fire,No detected disturbance,
2022,21.5,10,fire,No detected disturbance,
2022,21.5,9,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2019,21.4,10,fire,No detected disturbance,
2021,21.25,4.5,fire,No detected disturbance,
2022,21,14,fire,No detected disturbance,
2022,21,11,fire,No detected disturbance,
2020,21,9,fire,No detected disturbance,
2020,21,8,fire,No detected disturbance,
2020,21,9,fire,No detected disturbance,
2020,21,8,fire,No detected disturbance,
2020,21,13,fire,No detected disturbance,
2021,21,11,fire,No detected disturbance,
2021,18,9,fire,No detected disturbance,
2021,21,9,fire,No detected disturbance,
2021,21,12,fire,No detected disturbance,
2021,21,11,fire,No detected disturbance,
2021,21,10,fire,No detected disturbance,
2021,18,11,fire,No detected disturbance,
2021,18,12,fire,No detected disturbance,
2021,17.5,12,fire,No detected disturbance,
2021,21,10.5,fire,No detected disturbance,
2021,21,8,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,21,11,fire,No detected disturbance,
2021,21,11,fire,No detected disturbance,
2021,21,15,fire,No detected disturbance,
2021,21,11,fire,No detected disturbance,
2021,21,4,fire,No detected disturbance,
2021,21,13,fire,No detected disturbance,
2021,21,11.4,fire,No detected disturbance,
2021,21,19,fire,No detected disturbance,
2021,21,11,fire,No detected disturbance,
2021,21,11.2,fire,No detected disturbance,
2021,21,10,fire,No detected disturbance,
2021,21,10,fire,No detected disturbance,
2021,21,10,fire,No detected disturbance,
2021,21,14,fire,No detected disturbance,
2021,21,11.8,fire,No detected disturbance,
2021,21,9,fire,No detected disturbance,
2021,21,8,fire,No detected disturbance,
2021,21,7,fire,No detected disturbance,
2022,21,10,fire,No detected disturbance,
2021,17,10,fire,No detected disturbance,
2022,21,9,fire,No detected disturbance,
2022,21,9,fire,No detected disturbance,
2022,21,12,fire,No detected disturbance,
2022,21,10,fire,No detected disturbance,
2022,21,11,fire,No detected disturbance,
2022,21,9,fire,No detected disturbance,
2022,21,7,fire,No detected disturbance,
2022,21,10,fire,No detected disturbance,
2022,21,11,fire,No detected disturbance,
2022,21,9,fire,No detected disturbance,
2022,21,6,fire,No detected disturbance,
2022,21,7,fire,No detected disturbance,
2022,21,10,fire,No detected disturbance,
2022,21,11,fire,No detected disturbance,
2022,21,9,fire,No detected disturbance,
2022,21,11,fire,No detected disturbance,
2022,21,8,fire,No detected disturbance,
2022,21,12,fire,No detected disturbance,
2022,21,7,fire,No detected disturbance,
2022,21,9,fire,No detected disturbance,
2022,21,8,fire,No detected disturbance,
2022,21,9,fire,No detected disturbance,
2022,21,9,fire,No detected disturbance,
2022,21,7,fire,No detected disturbance,
2022,21,10,fire,No detected disturbance,
2022,21,10,fire,No detected disturbance,
2022,21,13,fire,No detected disturbance,
2022,21,13,fire,No detected disturbance,
2022,21,13,fire,No detected disturbance,
2022,21,9,fire,No detected disturbance,
2022,21,,fire,No detected disturbance,
2022,21,8.5,fire,No detected disturbance,
2022,21,8,fire,No detected disturbance,
2022,21,8,fire,No detected disturbance,
2019,20.9,10,fire,No detected disturbance,
2020,20.7,,fire,No detected disturbance,
2020,20.5,,fire,No detected disturbance,
2020,20.5,,fire,No detected disturbance,
2021,20.5,11,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,20.5,6.5,fire,No detected disturbance,
2021,20.5,6.9,fire,No detected disturbance,
2021,20.5,12.4,fire,No detected disturbance,
2021,20.5,7.8,fire,No detected disturbance,
2021,20.5,11,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,20.5,10,fire,Fire Severity 3 - Moderate Crown Scorch,
2021,20.5,9,fire,No detected disturbance,
2022,20.5,9,fire,No detected disturbance,
2022,20.5,10,fire,No detected disturbance,
2022,20.5,10,fire,No detected disturbance,
2022,20.5,10,fire,No detected disturbance,
2022,20.5,9,fire,No detected disturbance,
2022,20.5,9,fire,No detected disturbance,
2022,20.5,12,fire,No detected disturbance,
2022,20.5,10,fire,No detected disturbance,
2020,20.1,,fire,No detected disturbance,
2020,20.1,,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,20.1,7,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2018,20,10,fire,No detected disturbance,
2021,20,9,fire,No detected disturbance,
2021,20,7,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,20,12,fire,No detected disturbance,
2018,20,10,fire,No detected disturbance,
2018,20,8,fire,No detected disturbance,
2018,20,,fire,No detected disturbance,
2019,20,8,fire,No detected disturbance,
2019,20,10,fire,No detected disturbance,
2019,20,9,fire,No detected disturbance,
2020,20,10,fire,No detected disturbance,
2020,20,12,fire,No detected disturbance,
2020,20,10,fire,No detected disturbance,
2020,20,10,fire,No detected disturbance,
2020,20,10,fire,No detected disturbance,
2020,20,9,fire,No detected disturbance,
2020,20,12,fire,No detected disturbance,
2020,20,13,fire,No detected disturbance,
2020,20,10,fire,No detected disturbance,
2020,20,9,fire,No detected disturbance,
2020,20,13,fire,No detected disturbance,
2020,20,8,fire,No detected disturbance,
2020,20,,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2020,20,9,fire,No detected disturbance,
2021,20,8,fire,No detected disturbance,
2021,20,10,fire,No detected disturbance,
2021,20,15,fire,No detected disturbance,
2021,20,10,fire,No detected disturbance,
2021,20,8,fire,No detected disturbance,
2021,20,10,fire,No detected disturbance,
2021,15,9,fire,No detected disturbance,
2021,14,8,fire,No detected disturbance,
2021,20,10,fire,No detected disturbance,
2021,20,8,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,20,14,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,20,10,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,20,14,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,20,6,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,20,10,fire,No detected disturbance,
2021,20,11,fire,No detected disturbance,
2021,14,8,fire,No detected disturbance,
2021,14,9,fire,No detected disturbance,
2021,20,8,fire,No detected disturbance,
2021,20,9,fire,No detected disturbance,
2021,20,11,fire,No detected disturbance,
2021,20,12,fire,No detected disturbance,
2021,20,13,fire,No detected disturbance,
2021,20,12,fire,No detected disturbance,
2021,20,8,fire,No detected disturbance,
2021,20,10,fire,No detected disturbance,
2021,20,9,fire,No detected disturbance,
2021,20,8,fire,No detected disturbance,
2021,20,10,fire,No detected disturbance,
2021,20,5,fire,No detected disturbance,
2021,20,10,fire,No detected disturbance,
2021,20,5,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,13,6,fire,No detected disturbance,
2022,20,12,fire,No detected disturbance,
2022,20,10,fire,No detected disturbance,
2022,20,14,fire,No detected disturbance,
2022,20,9,fire,No detected disturbance,
2022,20,10,fire,No detected disturbance,
2022,20,10,fire,No detected disturbance,
2022,20,20,fire,No detected disturbance,
2022,20,12,fire,No detected disturbance,
2022,20,11,fire,No detected disturbance,
2022,20,8,fire,No detected disturbance,
2022,20,8,fire,No detected disturbance,
2022,20,9,fire,No detected disturbance,
2022,20,17,fire,No detected disturbance,
2022,20,9,fire,No detected disturbance,
2022,20,12,fire,No detected disturbance,
2022,20,9,fire,No detected disturbance,
2022,20,8,fire,No detected disturbance,
2022,20,9,fire,No detected disturbance,
2022,20,8,fire,No detected disturbance,
2022,20,10,fire,No detected disturbance,
2022,20,8,fire,No detected disturbance,
2022,20,8,fire,No detected disturbance,
2022,20,10,fire,No detected disturbance,
2022,20,9,fire,No detected disturbance,
2022,20,9,fire,No detected disturbance,
2022,20,10,fire,No detected disturbance,
2022,20,9,fire,No detected disturbance,
2022,20,9,fire,No detected disturbance,
2022,20,11,fire,No detected disturbance,
2022,20,7.5,fire,No detected disturbance,
2022,20,7.5,fire,No detected disturbance,
2022,20,7.5,fire,No detected disturbance,
2022,20,10,fire,No detected disturbance,
2022,20,9,fire,Fire Severity 3 - Moderate Crown Scorch,
2022,20,10,fire,No detected disturbance,
2022,20,10,fire,No detected disturbance,
2022,20,12,fire,No detected disturbance,
2022,20,8,fire,No detected disturbance,
2022,20,10,fire,No detected disturbance,
2022,20,8,fire,No detected disturbance,
2022,20,10,fire,No detected disturbance,
2022,20,10,fire,No detected disturbance,
2020,19.7,,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2020,19.6,,fire,No detected disturbance,
2022,19.5,10,fire,No detected disturbance,
2021,19.5,11,fire,No detected disturbance,
2021,19.5,12,fire,No detected disturbance,
2021,19.5,11,fire,No detected disturbance,
2021,19.5,12,fire,No detected disturbance,
2021,19.5,10,fire,No detected disturbance,
2021,19.5,8.8,fire,No detected disturbance,
2021,19.5,9,fire,No detected disturbance,
2021,19.5,9,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2022,19.5,9,fire,No detected disturbance,
2022,19.5,8,fire,No detected disturbance,
2022,19.5,10,fire,No detected disturbance,
2022,19.5,7,fire,Fire Severity 4/5a - Light or No Crown Scorch. Understorey Burnt,
2020,19.4,,fire,No detected disturbance,
2020,19.3,,fire,No detected disturbance,
2020,19.1,,fire,No detected disturbance,
2020,19.1,,fire,No detected disturbance,
2020,19,,fire,No detected disturbance,
2020,19,,fire,No detected disturbance,
2019,19,10,fire,No detected disturbance,
2021,19,9,fire,No detected disturbance,
2020,19,14,fire,No detected disturbance,
2020,19,18,fire,No detected disturbance,
2020,19,11,fire,No detected disturbance,
2020,19,8,fire,No detected disturbance,
2020,19,9,fire,No detected disturbance,
2020,19,,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,13,10,fire,No detected disturbance,
2021,13,6,fire,No detected disturbance,
2021,13,6,fire,No detected disturbance,
2021,12,7,fire,No detected disturbance,
2021,12,6,fire,No detected disturbance,
2021,12,7,fire,No detected disturbance,
2021,11,6,fire,No detected disturbance,
2021,19,8,fire,No detected disturbance,
2021,19,12,fire,No detected disturbance,
2021,19,12,fire,No detected disturbance,
2021,19,11,fire,No detected disturbance,
2021,19,12,fire,No detected disturbance,
2021,19,10,fire,No detected disturbance,
2021,19,10.4,fire,No detected disturbance,
2021,19,11,fire,No detected disturbance,
2021,19,11,fire,No detected disturbance,
2021,19,10,fire,No detected disturbance,
2021,19,10,fire,No detected disturbance,
2021,19,,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,19,9,fire,No detected disturbance,
2021,19,9,fire,No detected disturbance,
2021,19,9.4,fire,No detected disturbance,
2021,19,8.8,fire,No detected disturbance,
2021,19,8,fire,No detected disturbance,
2021,19,9,fire,No detected disturbance,
2021,19,13,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,19,7,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2022,19,7,fire,No detected disturbance,
2022,19,15,fire,No detected disturbance,
2022,19,10,fire,No detected disturbance,
2022,19,7,fire,No detected disturbance,
2022,19,,fire,No detected disturbance,
2022,19,8,fire,No detected disturbance,
2022,19,9,fire,No detected disturbance,
2022,19,6,fire,No detected disturbance,
2022,19,8,fire,No detected disturbance,
2022,19,10,fire,No detected disturbance,
2022,19,9,fire,No detected disturbance,
2022,19,10,fire,No detected disturbance,
2022,19,10,fire,No detected disturbance,
2022,19,9,fire,No detected disturbance,
2022,19,10,fire,No detected disturbance,
2022,19,8,fire,No detected disturbance,
2022,19,11,fire,No detected disturbance,
2022,19,8,fire,No detected disturbance,
2022,19,9,fire,No detected disturbance,
2022,19,10,fire,No detected disturbance,
2022,19,10,fire,No detected disturbance,
2022,19,10,fire,No detected disturbance,
2022,19,7,fire,No detected disturbance,
2022,19,8,fire,No detected disturbance,
2022,19,7,fire,No detected disturbance,
2022,19,8,fire,No detected disturbance,
2022,19,11,fire,No detected disturbance,
2022,19,8,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2022,19,10.5,fire,Fire Severity 4/5a - Light or No Crown Scorch. Understorey Burnt,
2022,19,8,fire,No detected disturbance,
2022,19,9,fire,No detected disturbance,
2022,19,10,fire,No detected disturbance,
2022,19,7,fire,No detected disturbance,
2020,18.8,,fire,No detected disturbance,
2020,18.7,8,fire,No detected disturbance,
2021,18.5,8,fire,No detected disturbance,
2020,18.5,,fire,No detected disturbance,
2020,18.5,,fire,No detected disturbance,
2020,18.5,,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,11,5,fire,No detected disturbance,
2021,18.5,10,fire,No detected disturbance,
2021,18.5,10,fire,No detected disturbance,
2021,18.5,8,fire,No detected disturbance,
2021,18.5,9.5,fire,No detected disturbance,
2021,18.5,9.4,fire,No detected disturbance,
2021,18.5,8.5,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,18.5,8,fire,No detected disturbance,
2022,18.5,8,fire,No detected disturbance,
2022,18.5,7,fire,No detected disturbance,
2021,18.45,8,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,11,7,fire,No detected disturbance,
2020,18.1,,fire,No detected disturbance,
2020,18.1,,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2020,18.1,,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2020,18,,fire,No detected disturbance,
2021,18,9,fire,No detected disturbance,
2020,18,7,fire,No detected disturbance,
2021,18,10,fire,No detected disturbance,
2021,18,10,fire,No detected disturbance,
2021,18,12,fire,No detected disturbance,
2018,18,8,fire,No detected disturbance,
2018,18,12,fire,No detected disturbance,
2018,18,9,fire,No detected disturbance,
2018,18,12,fire,No detected disturbance,
2018,18,15,fire,No detected disturbance,
2019,18,9,fire,No detected disturbance,
2019,18,8,fire,No detected disturbance,
2019,18,11,fire,No detected disturbance,
2020,18,10,fire,No detected disturbance,
2020,18,8,fire,No detected disturbance,
2020,18,9,fire,No detected disturbance,
2020,18,12,fire,No detected disturbance,
2020,18,18,fire,No detected disturbance,
2020,18,10,fire,No detected disturbance,
2020,18,8,fire,No detected disturbance,
2021,8.5,5,fire,No detected disturbance,
2021,18,10,fire,No detected disturbance,
2021,18,10,fire,No detected disturbance,
2021,18,,fire,No detected disturbance,
2021,8,5,fire,No detected disturbance,
2021,18,,fire,No detected disturbance,
2021,18,9,fire,No detected disturbance,
2021,7.5,5,fire,No detected disturbance,
2021,7,6,fire,No detected disturbance,
2021,6,5,fire,No detected disturbance,
2021,3,5,fire,No detected disturbance,
2021,,10,fire,No detected disturbance,
2021,18,12,fire,No detected disturbance,
2021,18,9,fire,No detected disturbance,
2021,18,10,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,18,7,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,18,13,fire,No detected disturbance,
2021,18,8,fire,No detected disturbance,
2021,18,11,fire,No detected disturbance,
2021,26,10,fire,No detected disturbance,
2021,18,8.2,fire,No detected disturbance,
2021,18,13,fire,No detected disturbance,
2021,18,11,fire,No detected disturbance,
2021,18,8,fire,No detected disturbance,
2021,18,7,fire,No detected disturbance,
2021,18,11,fire,No detected disturbance,
2021,18,9.4,fire,No detected disturbance,
2021,18,9,fire,No detected disturbance,
2021,18,10.8,fire,No detected disturbance,
2021,18,12.8,fire,No detected disturbance,
2021,18,11,fire,No detected disturbance,
2021,18,12.2,fire,No detected disturbance,
2021,18,9,fire,No detected disturbance,
2021,18,10,fire,No detected disturbance,
2021,18,8,fire,No detected disturbance,
2021,18,7,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,18,8.6,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,18,12,fire,No detected disturbance,
2021,18,5,fire,Fire Severity 4/5a - Light or No Crown Scorch. Understorey Burnt,
2021,18,8,fire,No detected disturbance,
2021,18,12,fire,Fire Severity 2 - Crown Scorch,
2021,18,5,fire,No detected disturbance,
2021,24,15,fire,No detected disturbance,
2022,18,8,fire,No detected disturbance,
2022,18,11,fire,No detected disturbance,
2022,18,13,fire,No detected disturbance,
2022,18,11,fire,No detected disturbance,
2022,18,9,fire,No detected disturbance,
2022,18,8.5,fire,No detected disturbance,
2022,18,10,fire,No detected disturbance,
2022,18,7,fire,No detected disturbance,
2022,18,7,fire,No detected disturbance,
2022,18,8,fire,No detected disturbance,
2022,18,5,fire,No detected disturbance,
2022,18,11,fire,No detected disturbance,
2022,18,6,fire,No detected disturbance,
2022,18,7,fire,No detected disturbance,
2022,18,9,fire,No detected disturbance,
2022,18,9,fire,No detected disturbance,
2022,18,10,fire,No detected disturbance,
2022,18,10,fire,No detected disturbance,
2022,18,9,fire,No detected disturbance,
2022,18,9,fire,No detected disturbance,
2022,18,9,fire,No detected disturbance,
2022,18,5,fire,No detected disturbance,
2022,18,8,fire,No detected disturbance,
2022,18,8,fire,No detected disturbance,
2022,18,9,fire,No detected disturbance,
2022,18,9,fire,No detected disturbance,
2022,18,11,fire,No detected disturbance,
2022,18,9,fire,No detected disturbance,
2022,18,8,fire,No detected disturbance,
2022,18,13.5,fire,Fire Severity 3 - Moderate Crown Scorch,
2022,18,9,fire,No detected disturbance,
2022,18,10,fire,No detected disturbance,
2022,18,7,fire,No detected disturbance,
2022,18,8,fire,No detected disturbance,
2022,18,8,fire,No detected disturbance,
2020,17.8,,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2020,17.7,,fire,No detected disturbance,
2021,17.6,8.5,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,17.6,5,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,17.5,9,fire,No detected disturbance,
2020,17.5,,fire,No detected disturbance,
2020,17.5,8,fire,No detected disturbance,
2020,17.5,8,fire,No detected disturbance,
2020,17.5,,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2020,17.5,,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,17.5,7,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,22,12,fire,No detected disturbance,
2021,17.5,9,fire,No detected disturbance,
2021,17.5,8,fire,No detected disturbance,
2021,17.5,6.5,fire,No detected disturbance,
2021,17.5,10,fire,No detected disturbance,
2021,17.5,11,fire,No detected disturbance,
2021,17.5,11.6,fire,No detected disturbance,
2021,17.5,7.8,fire,No detected disturbance,
2021,17.5,8.2,fire,No detected disturbance,
2021,17.5,9.4,fire,No detected disturbance,
2022,17.5,10,fire,No detected disturbance,
2022,17.5,9,fire,No detected disturbance,
2022,17.5,7,fire,No detected disturbance,
2022,17.5,11,fire,No detected disturbance,
2020,17.2,,fire,No detected disturbance,
2021,17,14,fire,No detected disturbance,
2021,17,10,fire,No detected disturbance,
2019,17,10,fire,No detected disturbance,
2020,17,9,fire,No detected disturbance,
2020,17,10,fire,No detected disturbance,
2020,17,12,fire,No detected disturbance,
2020,17,10,fire,No detected disturbance,
2020,17,11,fire,No detected disturbance,
2020,17,7,fire,No detected disturbance,
2020,17,,fire,No detected disturbance,
2020,17,10,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,22,10,fire,No detected disturbance,
2021,17,8,fire,No detected disturbance,
2021,17,10,fire,No detected disturbance,
2021,17,10,fire,No detected disturbance,
2021,17,9,fire,No detected disturbance,
2021,17,8,fire,No detected disturbance,
2021,21,9,fire,No detected disturbance,
2021,19,11,fire,No detected disturbance,
2021,17,10,fire,No detected disturbance,
2021,17,12,fire,No detected disturbance,
2021,17,8,fire,No detected disturbance,
2021,17,8,fire,No detected disturbance,
2021,19,11,fire,No detected disturbance,
2021,17,8,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,17,8,fire,No detected disturbance,
2021,17,10,fire,No detected disturbance,
2021,17,7,fire,No detected disturbance,
2021,17,8,fire,No detected disturbance,
2021,17,9,fire,No detected disturbance,
2021,17,12,fire,No detected disturbance,
2021,17,12,fire,No detected disturbance,
2021,17,10,fire,No detected disturbance,
2021,19,13,fire,No detected disturbance,
2021,17,6,fire,No detected disturbance,
2021,17,8,fire,No detected disturbance,
2021,17,13,fire,No detected disturbance,
2021,17,9.6,fire,No detected disturbance,
2021,17,10,fire,No detected disturbance,
2021,17,8.2,fire,No detected disturbance,
2021,17,12,fire,No detected disturbance,
2021,17,6,fire,No detected disturbance,
2021,17,9,fire,No detected disturbance,
2021,17,10,fire,No detected disturbance,
2021,17,11,fire,No detected disturbance,
2021,17,7.6,fire,No detected disturbance,
2021,17,8,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,17,9,fire,No detected disturbance,
2021,17,8,fire,No detected disturbance,
2022,17,8,fire,No detected disturbance,
2022,17,,fire,No detected disturbance,
2022,17,9,fire,No detected disturbance,
2022,17,9,fire,No detected disturbance,
2022,17,9,fire,No detected disturbance,
2022,17,11,fire,No detected disturbance,
2022,17,10,fire,No detected disturbance,
2022,17,8,fire,No detected disturbance,
2021,18,13,fire,No detected disturbance,
2022,17,8,fire,No detected disturbance,
2022,17,10,fire,No detected disturbance,
2022,17,10,fire,No detected disturbance,
2022,17,8,fire,No detected disturbance,
2022,17,6,fire,No detected disturbance,
2022,17,9,fire,No detected disturbance,
2022,17,17,fire,No detected disturbance,
2022,17,6,fire,No detected disturbance,
2022,17,9,fire,No detected disturbance,
2022,17,10,fire,No detected disturbance,
2022,17,8,fire,No detected disturbance,
2022,17,8,fire,No detected disturbance,
2022,17,7,fire,No detected disturbance,
2022,17,10,fire,No detected disturbance,
2022,17,9,fire,No detected disturbance,
2022,17,9,fire,No detected disturbance,
2022,17,8,fire,No detected disturbance,
2022,17,10,fire,No detected disturbance,
2022,17,7,fire,No detected disturbance,
2022,17,10,fire,No detected disturbance,
2022,17,8,fire,No detected disturbance,
2022,17,6,fire,No detected disturbance,
2022,17,8,fire,No detected disturbance,
2022,17,7,fire,No detected disturbance,
2022,17,8,fire,No detected disturbance,
2022,17,6,fire,No detected disturbance,
2022,17,8,fire,No detected disturbance,
2022,17,9,fire,No detected disturbance,
2022,17,7,fire,No detected disturbance,
2022,17,6.5,fire,No detected disturbance,
2022,17,8,fire,No detected disturbance,
2022,17,9,fire,No detected disturbance,
2022,17,9,fire,No detected disturbance,
2022,17,8,fire,No detected disturbance,
2022,17,8,fire,No detected disturbance,
2022,17,9,fire,No detected disturbance,
2022,17,9,fire,No detected disturbance,
2022,17,8,fire,No detected disturbance,
2022,17,10.5,fire,Fire Severity 3 - Moderate Crown Scorch,
2022,17,10,fire,No detected disturbance,
2020,16.9,9,fire,No detected disturbance,
2020,16.9,,fire,No detected disturbance,
