persoonia_regen_height_m,max_tree_age_yrs
0.78,3.03287671232874
0.54,3.03287671232874
0.58,3.03287671232874
0.92,3.03287671232874
0.63,3.03287671232874
0.25,3.03287671232874
0.29,3.03287671232874
0.23,3.03287671232874
0.14,3.03287671232874
0.07,3.03287671232874
0.11,3.03287671232874
0.14,3.03287671232874
0.24,3.03287671232874
0.41,3.03287671232874
0.4,3.03287671232874
0.42,3.03287671232874
0.2,3.03287671232874
0.3,3.03287671232874
0.18,3.03287671232874
0.62,3.03287671232874
0.39,3.03287671232874
0.54,3.03287671232874
0.36,3.03287671232874
0.41,3.03287671232874
0.28,3.03287671232874
0.36,3.03287671232874
0.26,3.03287671232874
0.46,3.03287671232874
0.24,3.03287671232874
0.22,3.03287671232874
0.08,3.03287671232874
0.38,3.03287671232874
0.37,3.03287671232874
0.29,3.03287671232874
0.37,3.03287671232874
0.67,3.03287671232874
0.44,3.03287671232874
0.5,3.03287671232874
0.36,3.03287671232874
0.39,3.03287671232874
0.58,3.03287671232874
0.64,3.03287671232874
0.72,3.03287671232874
0.54,3.03287671232874
0.42,3.03287671232874
0.26,3.03287671232874
0.2,3.03287671232874
0.54,3.03287671232874
0.09,3.03287671232874
0.35,3.03287671232874
0.17,3.03287671232874
0.33,3.03287671232874
0.46,3.03287671232874
0.25,3.03287671232874
0.34,3.03287671232874
0.16,3.03287671232874
0.14,3.03287671232874
0.4,3.03287671232874
0.3,3.03287671232874
0.72,3.03287671232874
0.34,3.03287671232874
0.28,3.03287671232874
0.14,3.03287671232874
0.35,3.03287671232874
0.47,3.03287671232874
0.24,3.03287671232874
0.16,3.03287671232874
0.25,3.03287671232874
0.08,3.03287671232874
0.18,3.03287671232874
0.07,3.03287671232874
0.28,3.03287671232874
0.44,3.03287671232874
0.41,3.03287671232874
0.29,3.03287671232874
0.57,3.03287671232874
0.46,3.03287671232874
0.16,3.03287671232874
0.32,3.03287671232874
0.49,3.03287671232874
0.4,3.03287671232874
0.15,3.03287671232874
0.14,3.03287671232874
0.32,3.03287671232874
0.16,3.03287671232874
0.08,3.03287671232874
0.42,3.03287671232874
0.4,3.03287671232874
0.16,3.03287671232874
0.45,3.03287671232874
0.18,3.03287671232874
0.52,3.03287671232874
0.2,3.03287671232874
0.51,3.03287671232874
0.47,3.03287671232874
0.4,3.03287671232874
0.23,3.03287671232874
0.47,3.03287671232874
0.16,3.03287671232874
0.09,3.03287671232874
0.23,3.03287671232874
0.17,3.03287671232874
0.16,3.03287671232874
0.12,3.03287671232874
0.33,3.03287671232874
0.28,3.03287671232874
0.67,3.03287671232874
0.25,3.03287671232874
0.36,3.03287671232874
0.38,3.03287671232874
0.22,3.03287671232874
0.6,3.03287671232874
0.8,3.03287671232874
0.14,3.03287671232874
0.15,3.03287671232874
0.36,3.03287671232874
0.29,3.03287671232874
0.49,3.03287671232874
0.32,3.03287671232874
0.34,3.03287671232874
0.89,3.03287671232874
0.61,3.03287671232874
0.84,3.03287671232874
0.11,3.03287671232874
0.13,3.03287671232874
0.17,3.03287671232874
0.4,3.03287671232874
0.58,3.03287671232874
0.14,3.03287671232874
0.56,3.03287671232874
0.09,3.03287671232874
0.48,3.03287671232874
0.1,3.03287671232874
0.04,3.03287671232874
0.18,3.03287671232874
0.4,3.03287671232874
0.39,3.03287671232874
0.35,3.03287671232874
0.1,3.03287671232874
0.12,3.03287671232874
0.24,3.03287671232874
0.25,3.03287671232874
0.18,3.03287671232874
0.32,3.03287671232874
0.5,3.03287671232874
0.5,3.03287671232874
0.32,3.03287671232874
0.5,3.03287671232874
0.21,3.03287671232874
0.19,3.03287671232874
0.13,3.03287671232874
0.13,3.03287671232874
0.36,3.03287671232874
0.13,3.03287671232874
0.25,3.03287671232874
0.2,3.03287671232874
0.2,3.03287671232874
0.22,3.03287671232874
0.96,3.03287671232874
0.84,3.03287671232874
0.32,3.03287671232874
0.19,3.03287671232874
0.19,3.03287671232874
0.53,3.03287671232874
0.55,3.03287671232874
0.4,3.03287671232874
0.43,3.03287671232874
0.68,3.03287671232874
0.66,3.03287671232874
0.19,3.03287671232874
0.4,3.03287671232874
0.41,3.03287671232874
0.18,3.03287671232874
0.57,3.03287671232874
0.64,3.03287671232874
0.35,3.03287671232874
0.31,3.03287671232874
0.2,3.03287671232874
0.1,3.03287671232874
0.29,3.03287671232874
0.33,3.03287671232874
0.59,3.03287671232874
0.22,3.03287671232874
1.2,3.03287671232874
0.13,3.03287671232874
0.62,3.03287671232874
0.12,3.03287671232874
0.22,3.03287671232874
0.96,3.03287671232874
0.85,3.03287671232874
0.15,3.03287671232874
0.49,3.03287671232874
0.6,3.03287671232874
0.65,3.03287671232874
0.16,3.03287671232874
0.23,3.03287671232874
0.22,3.03287671232874
0.52,3.03287671232874
0.87,3.03287671232874
1.09,3.03287671232874
0.92,3.03287671232874
0.98,3.03287671232874
1.21,3.03287671232874
1.34,3.03287671232874
1.42,3.03287671232874
1.26,3.03287671232874
1.72,3.03287671232874
0.62,3.03287671232874
0.09,3.03287671232874
0.22,3.03287671232874
0.28,3.03287671232874
0.78,3.03287671232874
0.71,3.03287671232874
0.26,3.03287671232874
0.52,3.03287671232874
0.08,3.03287671232874
0.41,3.03287671232874
1.22,3.03287671232874
0.53,3.03287671232874
0.69,3.03287671232874
0.43,3.03287671232874
0.52,3.03287671232874
0.52,3.03287671232874
0.6,3.03287671232874
0.67,3.03287671232874
0.46,3.03287671232874
0.45,3.03287671232874
0.26,3.03287671232874
0.66,3.03287671232874
0.44,3.03287671232874
0.28,3.03287671232874
0.19,3.03287671232874
0.83,3.03287671232874
0.7,3.03287671232874
0.77,3.03287671232874
0.32,3.03287671232874
0.39,3.03287671232874
0.61,3.03287671232874
0.15,3.03287671232874
0.12,3.03287671232874
0.11,3.03287671232874
0.06,3.03287671232874
0.12,3.03287671232874
0.18,3.03287671232874
0.09,3.03287671232874
0.05,3.03287671232874
0.15,3.03287671232874
0.13,3.03287671232874
0.1,3.03287671232874
0.1,3.03287671232874
0.14,3.03287671232874
0.1,3.03287671232874
0.14,3.03287671232874
0.07,3.03287671232874
0.1,3.03287671232874
0.94,3.03287671232874
0.12,3.03287671232874
0.1,3.03287671232874
0.82,3.03287671232874
0.14,3.03287671232874
0.1,3.03287671232874
0.1,3.03287671232874
0.08,3.03287671232874
0.1,3.03287671232874
0.11,3.03287671232874
0.06,3.03287671232874
0.08,3.03287671232874
0.08,3.03287671232874
0.08,3.03287671232874
0.06,3.03287671232874
0.26,3.03287671232874
0.18,3.03287671232874
0.1,3.03287671232874
1.25,3.03287671232874
